DATAFLOW,LAST UPDATE,freq,isced11,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2014,0.59,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2015,0.77,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2016,0.71,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2017,0.74,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2018,0.68,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2019,0.80,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2020,0.80,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2021,0.72,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NL,2022,0.69,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2013,0.59,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2014,0.68,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2015,0.65,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2016,0.67,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2017,0.62,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2018,0.76,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2019,0.82,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2020,0.87,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2021,0.63,bu
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,NO,2022,0.65,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2013,0.43,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2014,0.45,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2015,0.43,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2016,0.44,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2017,0.52,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2018,0.54,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2019,0.55,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2020,0.49,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2021,0.36,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PL,2022,0.40,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2013,1.07,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2014,1.23,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2015,1.69,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2016,1.58,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2017,1.54,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2018,1.31,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2019,1.27,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2020,1.30,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2021,0.96,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,PT,2022,1.33,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2013,,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2014,,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2015,,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2016,,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2017,,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2018,,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2019,0.36,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2020,0.41,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2021,0.36,bu
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RO,2022,0.47,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2013,0.65,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2014,0.82,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2015,0.89,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2016,0.86,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2017,0.93,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2018,0.92,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2019,1.07,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2020,0.82,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2021,0.92,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,RS,2022,0.66,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2013,0.91,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2014,0.95,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2015,0.99,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2016,0.93,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2017,0.94,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2018,1.00,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2019,0.94,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2020,0.97,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2021,0.78,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SE,2022,0.70,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2013,0.44,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2014,0.51,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2015,0.74,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2016,0.80,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2017,0.62,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2018,0.63,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2019,0.50,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2020,0.54,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2021,0.91,bu
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SI,2022,0.84,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2013,0.44,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2014,0.55,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2015,0.45,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2016,0.55,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2017,0.63,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2018,0.50,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2019,0.51,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2020,0.45,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2021,,bu
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,SK,2022,,u
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2013,0.37,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2014,0.31,b
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2015,0.47,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2016,0.43,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2017,0.48,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2018,0.49,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2019,0.52,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,TR,2020,0.38,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,UK,2013,0.97,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,UK,2014,1.04,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,UK,2015,1.07,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,UK,2016,1.04,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,UK,2017,1.17,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,UK,2018,1.11,
ESTAT:SPRT_EMP_EDU(1.0),13/06/23 11:00:00,A,ED5-8,PC_EMP,UK,2019,1.09,
