DATAFLOW,LAST UPDATE,freq,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,BG,2019,14.4,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,BG,2020,13.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,BG,2021,11.0,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,BG,2022,9.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2013,39.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2014,44.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2015,48.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2016,53.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2017,52.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2018,56.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2019,57.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2020,55.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2021,47.3,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CH,2022,42.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2013,1.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2014,2.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2015,1.9,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2016,2.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2017,2.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2018,2.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2019,3.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2020,3.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2021,3.8,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CY,2022,3.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2013,25.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2014,29.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2015,27.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2016,31.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2017,33.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2018,34.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2019,35.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2020,29.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2021,29.8,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,CZ,2022,30.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2013,218.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2014,218.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2015,224.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2016,243.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2017,253.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2018,254.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2019,262.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2020,234.7,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2021,222.5,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DE,2022,238.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2013,23.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2014,27.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2015,28.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2016,28.6,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2017,26.5,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2018,28.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2019,30.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2020,26.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2021,27.9,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,DK,2022,34.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2013,5.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2014,6.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2015,4.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2016,5.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2017,4.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2018,5.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2019,6.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2020,4.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2021,4.9,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EE,2022,7.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2013,9.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2014,14.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2015,15.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2016,17.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2017,19.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2018,21.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2019,21.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2020,25.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2021,22.7,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EL,2022,33.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2013,164.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2014,187.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2015,183.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2016,192.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2017,201.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2018,211.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2019,216.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2020,199.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2021,219.1,bd
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ES,2022,232.5,d
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2013,1140.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2014,1172.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2015,1210.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2016,1260.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2017,1292.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2018,1321.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2019,1369.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2020,1315.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2021,1364.2,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,EU27_2020,2022,1513.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2013,25.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2014,30.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2015,30.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2016,30.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2017,31.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2018,32.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2019,32.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2020,34.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2021,33.1,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FI,2022,32.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2013,212.8,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2014,167.9,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2015,177.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2016,181.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2017,171.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2018,186.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2019,180.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2020,185.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2021,279.2,bd
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,FR,2022,313.3,d
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2013,4.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2014,6.1,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2015,4.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2016,5.9,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2017,6.4,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2018,9.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2019,10.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2020,6.0,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2021,7.6,bu
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HR,2022,7.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2013,12.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2014,14.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2015,18.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2016,17.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2017,15.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2018,18.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2019,22.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2020,26.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2021,27.3,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,HU,2022,28.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2013,19.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2014,19.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2015,18.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2016,21.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2017,23.2,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2018,23.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2019,24.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2020,21.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2021,20.0,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IE,2022,22.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2013,3.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2014,3.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2015,3.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2016,3.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2017,4.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2018,4.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2019,4.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2020,4.2,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2021,5.4,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IS,2022,5.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2013,103.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2014,120.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2015,117.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2016,119.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2017,130.3,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2018,116.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2019,133.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2020,137.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2021,103.9,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,IT,2022,135.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2013,5.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2014,5.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2015,6.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2016,7.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2017,7.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2018,7.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2019,5.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2020,5.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2021,6.6,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LT,2022,7.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2013,1.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2014,1.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2015,1.8,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2016,2.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2017,1.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2018,1.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2019,1.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2020,2.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2021,1.6,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LU,2022,2.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2013,4.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2014,5.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2015,5.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2016,5.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2017,5.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2018,8.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2019,10.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2020,6.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2021,6.0,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,LV,2022,5.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2013,1.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2014,1.4,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2015,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2016,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2017,1.2,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2018,1.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2019,1.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,ME,2020,1.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2013,1.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2014,1.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2015,2.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2016,1.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2017,2.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2018,1.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2019,2.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MK,2020,2.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2013,1.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2014,1.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2015,1.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2016,0.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2017,1.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2018,1.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2019,1.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2020,1.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,T,THS_PER,MT,2021,0.8,bu
