geo,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
EU27_2020,1.36,0.92,0.93,0.85,0.77,1.24,1.1,1.18,1.17,1.19
FR,4.13,,,,,,,,,
NO,5.78,,,,,,,,,
UK,,1.39,0.99,,,,,,,
