geo,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
EU27_2020,4.9,2.2,2.3,2.7,2.8,4.0,3.4,3.2,3.1,2.6
FR,0.6,,,,,,,,,
NO,1.2,,,,,,,,,
UK,,5.5,4.3,,,,,,,
