DATAFLOW,LAST UPDATE,freq,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2015,0.65,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2016,0.87,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2017,0.81,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2018,0.90,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2019,1.22,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2020,0.98,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2021,0.81,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,CZ,2022,0.74,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2013,0.79,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2014,0.85,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2015,0.91,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2016,0.97,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2017,1.01,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2018,1.00,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2019,1.05,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2020,1.04,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2021,0.99,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DE,2022,1.06,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2013,2.43,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2014,2.62,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2015,2.47,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2016,2.53,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2017,2.26,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2018,2.36,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2019,2.49,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2020,2.24,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2021,2.19,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,DK,2022,2.35,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2013,1.87,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2014,2.91,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2015,0.99,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2016,1.29,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2017,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2018,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2019,1.10,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2020,1.20,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2021,,bu
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EE,2022,1.45,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2013,0.61,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2014,1.01,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2015,0.86,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2016,0.97,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2017,1.40,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2018,1.31,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2019,1.19,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2020,1.62,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2021,1.15,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EL,2022,2.07,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2013,2.66,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2014,2.83,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2015,2.67,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2016,2.86,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2017,3.04,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2018,2.93,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2019,2.89,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2020,2.70,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2021,2.75,bd
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ES,2022,3.00,d
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2013,1.13,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2014,1.19,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2015,1.23,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2016,1.29,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2017,1.32,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2018,1.32,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2019,1.38,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2020,1.35,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2021,1.32,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,EU27_2020,2022,1.51,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2013,2.31,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2014,3.00,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2015,2.80,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2016,2.85,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2017,2.60,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2018,2.62,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2019,3.05,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2020,3.06,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2021,2.95,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FI,2022,2.99,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2013,1.28,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2014,1.02,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2015,1.03,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2016,1.00,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2017,1.08,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2018,1.12,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2019,0.96,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2020,1.01,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2021,1.59,bd
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,FR,2022,1.87,d
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2013,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2014,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2015,0.39,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2016,0.74,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2017,0.65,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2018,0.93,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2019,1.21,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2020,0.75,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2021,0.62,bu
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HR,2022,0.49,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2013,0.58,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2014,0.68,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2015,0.82,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2016,0.79,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2017,0.74,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2018,0.67,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2019,1.20,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2020,1.39,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2021,1.07,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,HU,2022,1.32,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2013,1.57,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2014,1.61,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2015,1.63,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2016,1.81,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2017,1.82,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2018,1.72,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2019,1.89,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2020,1.70,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2021,1.43,bu
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IE,2022,1.58,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2013,4.28,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2014,3.90,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2015,3.95,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2016,3.70,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2017,4.30,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2018,4.21,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2019,3.83,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2020,3.92,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2021,4.65,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IS,2022,5.15,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2013,1.00,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2014,1.09,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2015,1.25,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2016,1.29,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2017,1.44,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2018,1.27,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2019,1.28,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2020,1.44,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2021,1.14,b
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,IT,2022,1.48,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2013,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2014,0.81,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2015,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2016,0.61,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2017,0.89,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2018,0.76,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2019,0.56,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2020,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2021,,bu
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LT,2022,0.82,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2013,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2014,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2015,1.48,bu
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2016,2.57,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2017,1.71,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2018,1.36,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2019,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2020,1.40,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2021,,bu
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LU,2022,1.61,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2013,0.98,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2014,1.12,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2015,1.32,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2016,1.11,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2017,1.03,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2018,1.74,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2019,2.14,
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2020,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2021,,bu
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,LV,2022,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ME,2013,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ME,2014,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ME,2015,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ME,2016,,u
ESTAT:SPRT_EMP_AGE(1.0),13/06/23 11:00:00,A,Y15-29,PC_EMP,ME,2017,,u
