DATAFLOW,LAST UPDATE,freq,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2013,11.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2014,13.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2015,13.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2016,13.9,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2017,13.0,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2018,14.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2019,14.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2020,12.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2021,14.1,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,DK,2022,16.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2013,1.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2014,2.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2015,2.3,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2016,2.4,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2017,2.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2018,2.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2019,2.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2020,2.0,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2021,2.3,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EE,2022,3.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2013,4.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2014,5.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2015,4.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2016,5.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2017,8.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2018,9.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2019,8.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2020,11.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2021,8.2,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EL,2022,9.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2013,73.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2014,86.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2015,78.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2016,74.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2017,83.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2018,88.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2019,87.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2020,79.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2021,97.1,bd
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ES,2022,98.8,d
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2013,525.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2014,536.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2015,549.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2016,560.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2017,587.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2018,601.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2019,623.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2020,573.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2021,617.4,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,EU27_2020,2022,687.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2013,12.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2014,15.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2015,15.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2016,14.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2017,15.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2018,17.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2019,18.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2020,18.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2021,16.2,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FI,2022,15.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2013,95.5,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2014,71.4,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2015,77.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2016,73.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2017,69.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2018,72.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2019,73.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2020,66.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2021,127.4,bd
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,FR,2022,145.5,d
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2013,2.1,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2014,2.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2015,1.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2016,1.9,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2017,2.3,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2018,4.0,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2019,4.5,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2020,1.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2021,2.4,bu
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HR,2022,1.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2013,6.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2014,5.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2015,7.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2016,5.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2017,6.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2018,9.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2019,9.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2020,10.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2021,11.4,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,HU,2022,13.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2013,7.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2014,7.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2015,6.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2016,8.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2017,10.2,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2018,10.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2019,9.9,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2020,7.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2021,8.4,bu
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IE,2022,9.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2013,1.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2014,1.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2015,1.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2016,1.7,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2017,2.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2018,2.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2019,2.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2020,1.9,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2021,2.4,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IS,2022,2.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2013,43.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2014,53.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2015,55.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2016,53.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2017,53.2,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2018,47.6,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2019,58.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2020,58.1,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2021,42.6,b
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,IT,2022,62.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2013,2.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2014,2.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2015,3.2,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2016,3.5,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2017,3.5,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2018,2.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2019,2.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2020,3.3,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2021,3.0,bu
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LT,2022,4.0,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2013,0.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2014,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2015,0.7,bu
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2016,1.3,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2017,0.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2018,0.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2019,0.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2020,0.9,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2021,0.7,bu
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LU,2022,0.7,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2013,2.0,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2014,2.8,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2015,2.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2016,3.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2017,2.2,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2018,4.5,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2019,5.4,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2020,3.0,
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2021,3.0,bu
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,LV,2022,2.5,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2013,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2014,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2015,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2016,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2017,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2018,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2019,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,ME,2020,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2013,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2014,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2015,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2016,0.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2017,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2018,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2019,0.8,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MK,2020,0.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2013,0.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2014,0.5,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2015,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2016,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2017,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2018,,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2019,0.5,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2020,0.6,u
ESTAT:SPRT_EMP_SEX(1.0),13/06/23 11:00:00,A,F,THS_PER,MT,2021,,bu
